smiles,score
Cc1[nH]c2ccc(cc2n1)C(=O)N3CCN(CC3)c4ccc(cc4)OC,8.428078651428223
c1cc(ccc1CN2C[C@H](CC2=O)CNC(=O)Nc3ccc(cc3)F)F,8.428078651428223
Cc1cc([nH]c1C(=O)N2CCC[C@H](C2)C(=O)c3ccc(cc3)C(F)(F)F)C,8.428078651428223
c1ccc(cc1)S(=O)(=O)CCC(=O)NCC2CCN(CC2)c3cc[nH+]cc3,8.428078651428223
Cc1cn[nH]c1C[C@H]2CCCN(C2)C(=O)Cc3csc(n3)C,8.428078651428223
c1ccc(c(c1)CNC(=O)CSCc2ccc(cc2)Cl)n3ccnc3,8.428078651428223
C[C@H](C(=O)NCc1ccc(cc1)F)Nc2cc(ccc2OC)NC(=O)C,8.428078651428223
COc1ccccc1CNC(=O)CSc2c3cc(nn3ccn2)c4ccc(cc4)Cl,8.428078651428223
c1cc(cc(c1)C(=O)N[C@@H](CCO)C2CC2)COc3cccc(c3)F,8.428078651428223
C[C@@H]1CCCC[C@@H]1N2c3nc4ccccc4n3[C@@H](C2=O)CC(=O)Nc5ccccc5,8.428078651428223
c1ccc2c(c1)C[C@@H](NC2=O)C(=O)Nc3cccc(c3)c4cnc[nH]4,8.428078651428223
CC(C)CNC(=O)Cn1cnc2c(c1=O)c(cs2)c3ccc4c(c3)CCCC4,8.428078651428223
c1c(cc(cc1F)F)C(=O)NC[C@H]2C[C@@H]3CC[C@H]2C3,8.428078651428223
c1ccc(cc1)CCCc2cccc(c2)NC(=O)N3CC(C3)CO,8.428078651428223
CCCNC(=O)[C@H](CC)N(Cc1ccc(c(c1)Cl)Cl)C(=O)Cc2ccccc2,8.428078651428223
c1ccc(c(c1)C(=O)Nc2ccc(cc2)F)NC(=O)CSc3[nH]c4ccccc4n3,8.428078651428223
